timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-11T01:48:02,Green Metrics - CPU Intensive Workload,d5479eb4-46aa-41c7-bf50-82f2936e005d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.333215000002383,0.0004136441544715502,1.9389677292967984e-05,25.08675602275255,10.26842028325921,10.0,0.000147623693889,5.616198937399841e-05,5.376473055556642e-05,0.00025755041381856486,0.0,India,IND,tamil nadu,,,Windows-11-10.0.26200-SP0,3.13.11,3.3.1,24,13th Gen Intel(R) Core(TM) i7-13700HX,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,80.2739,13.0895,15.714714050292969,process,5.0,2.55,85.4,13.420276832580566,N,1.0,0.0
