timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-11T01:47:36,Green Metrics - Lightweight Workload,b0d0fbce-3d29-4878-a016-88a7c4ea60c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.8012696000005235,9.318898602443223e-06,1.6063550300165988e-06,29.815547413110465,29.81675251881338,10.0,6.667266111000001e-06,3.88500310800205e-06,2.5096358333333536e-06,1.3061905052335404e-05,0.0,India,IND,tamil nadu,,,Windows-11-10.0.26200-SP0,3.13.11,3.3.1,24,13th Gen Intel(R) Core(TM) i7-13700HX,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,80.2739,13.0895,15.714714050292969,process,0,0,0,0,N,1.0,0.0
